timestamp,value1,value2,value3
2020-10-01T00:00:00Z,11,11.0,11.0
2020-10-02T00:00:00Z,24,17.5,17.5
2020-10-03T00:00:00Z,11,15.333333333333334,15.333333333333334
2020-10-04T00:00:00Z,19,16.25,16.25
2020-10-05T00:00:00Z,38,20.6,20.6
2020-10-06T00:00:00Z,33,22.666666666666668,22.666666666666668
2020-10-07T00:00:00Z,3,19.857142857142858,19.857142857142858
2020-10-08T00:00:00Z,9,18.5,18.5
2020-10-09T00:00:00Z,18,18.444444444444443,18.444444444444443
2020-10-10T00:00:00Z,5,17.1,17.1
2020-10-11T00:00:00Z,5,16.0,16.0
2020-10-12T00:00:00Z,10,15.5,15.5
2020-10-13T00:00:00Z,6,14.76923076923077,14.76923076923077
2020-10-14T00:00:00Z,16,14.857142857142858,14.857142857142858
2020-10-15T00:00:00Z,6,14.266666666666667,14.266666666666667
2020-10-16T00:00:00Z,6,13.75,13.75
2020-10-17T00:00:00Z,2,13.058823529411764,13.058823529411764
2020-10-19T00:00:00Z,8,12.777777777777779,12.777777777777779
2020-10-20T00:00:00Z,6,12.421052631578947,12.421052631578947
2020-10-21T00:00:00Z,20,12.8,12.8
2020-10-22T00:00:00Z,11,12.714285714285714,12.714285714285714
2020-10-23T00:00:00Z,14,12.772727272727273,12.772727272727273
2020-10-24T00:00:00Z,14,12.826086956521738,12.826086956521738
2020-10-25T00:00:00Z,1,12.333333333333334,12.333333333333334
2020-10-26T00:00:00Z,16,12.48,12.48
2020-10-27T00:00:00Z,12,12.461538461538462,12.461538461538462
2020-10-28T00:00:00Z,29,13.074074074074074,13.074074074074074
2020-10-29T00:00:00Z,5,12.785714285714286,12.785714285714286
2020-10-30T00:00:00Z,6,12.551724137931034,12.551724137931034
2020-10-31T00:00:00Z,1,12.166666666666666,12.166666666666666
2020-11-02T00:00:00Z,9,12.1,12.064516129032258
2020-11-04T00:00:00Z,11,11.666666666666666,12.03125
2020-11-05T00:00:00Z,23,12.066666666666666,12.363636363636363
2020-11-06T00:00:00Z,7,11.666666666666666,12.205882352941176
2020-11-07T00:00:00Z,20,11.066666666666666,12.428571428571429
2020-11-08T00:00:00Z,2,10.033333333333333,12.13888888888889
2020-11-09T00:00:00Z,1,9.966666666666667,11.837837837837839
2020-11-10T00:00:00Z,11,10.033333333333333,11.81578947368421
2020-11-11T00:00:00Z,7,9.666666666666666,11.692307692307692
2020-11-12T00:00:00Z,28,10.433333333333334,12.1
2020-11-13T00:00:00Z,13,10.7,12.121951219512194
2020-11-14T00:00:00Z,2,10.433333333333334,11.880952380952381
2020-11-15T00:00:00Z,8,10.5,11.790697674418604
2020-11-16T00:00:00Z,17,10.533333333333333,11.909090909090908
2020-11-17T00:00:00Z,26,11.2,12.222222222222221
2020-11-18T00:00:00Z,13,11.433333333333334,12.23913043478261
2020-11-19T00:00:00Z,3,11.466666666666667,12.042553191489361
2020-11-20T00:00:00Z,6,11.4,11.916666666666666
2020-11-21T00:00:00Z,1,11.233333333333333,11.693877551020408
2020-11-22T00:00:00Z,11,10.933333333333334,11.68
2020-11-23T00:00:00Z,14,11.033333333333333,11.72549019607843
2020-11-24T00:00:00Z,14,11.033333333333333,11.76923076923077
2020-11-25T00:00:00Z,8,10.833333333333334,11.69811320754717
2020-11-26T00:00:00Z,40,12.133333333333333,12.222222222222221
2020-11-27T00:00:00Z,6,11.8,12.10909090909091
2020-11-28T00:00:00Z,3,11.5,11.946428571428571
2020-11-29T00:00:00Z,6,10.733333333333333,11.842105263157896
2020-11-30T00:00:00Z,17,11.133333333333333,11.931034482758621
2020-12-01T00:00:00Z,10,11.266666666666667,11.898305084745763
2020-12-02T00:00:00Z,3,11.333333333333334,11.75
2020-12-03T00:00:00Z,10,11.366666666666667,11.721311475409836
2020-12-04T00:00:00Z,8,11.266666666666667,11.661290322580646
2020-12-05T00:00:00Z,1,10.533333333333333,11.492063492063492
2020-12-06T00:00:00Z,3,10.4,11.359375
2020-12-07T00:00:00Z,23,10.5,11.538461538461538
2020-12-08T00:00:00Z,10,10.766666666666667,11.515151515151516
2020-12-09T00:00:00Z,15,11.233333333333333,11.567164179104477
2020-12-10T00:00:00Z,10,11.2,11.544117647058824
2020-12-11T00:00:00Z,16,11.5,11.608695652173912
2020-12-12T00:00:00Z,5,10.733333333333333,11.514285714285714
2020-12-13T00:00:00Z,17,10.866666666666667,11.591549295774648
2020-12-14T00:00:00Z,9,11.1,11.555555555555555
2020-12-15T00:00:00Z,47,12.4,12.04109589041096
2020-12-16T00:00:00Z,67,14.066666666666666,12.783783783783784
2020-12-17T00:00:00Z,111,16.9,14.093333333333334
2020-12-18T00:00:00Z,8,16.733333333333334,14.013157894736842
2020-12-19T00:00:00Z,25,17.466666666666665,14.155844155844155
2020-12-20T00:00:00Z,23,18.033333333333335,14.26923076923077
2020-12-21T00:00:00Z,17,18.566666666666666,14.30379746835443
2020-12-22T00:00:00Z,4,18.333333333333332,14.175
2020-12-23T00:00:00Z,37,19.1,14.45679012345679
2020-12-24T00:00:00Z,11,19.0,14.414634146341463
2020-12-25T00:00:00Z,29,19.7,14.590361445783133
2020-12-26T00:00:00Z,106,21.9,15.678571428571429
2020-12-27T00:00:00Z,53,23.466666666666665,16.11764705882353
2020-12-28T00:00:00Z,32,24.433333333333334,16.302325581395348
2020-12-29T00:00:00Z,19,24.866666666666667,16.333333333333332
2020-12-30T00:00:00Z,61,26.333333333333332,16.84090909090909
2020-12-31T00:00:00Z,21,26.7,16.8876404494382
2021-01-01T00:00:00Z,29,27.566666666666666,17.022222222222222
