timestamp,value1,value2,value3
2020-10-01T00:00:00Z,3.1987087064437237e-06,3.1987087064437237e-06,3.1987087064437237e-06
2020-10-02T00:00:00Z,3.219768864544174e-06,3.209238785493949e-06,3.209238785493949e-06
2020-10-03T00:00:00Z,3.034084516417397e-06,3.1508540291350986e-06,3.1508540291350986e-06
2020-10-04T00:00:00Z,3.01775344389155e-06,3.117578882824211e-06,3.117578882824211e-06
2020-10-05T00:00:00Z,3.154423808064614e-06,3.124947867872292e-06,3.124947867872292e-06
2020-10-06T00:00:00Z,4.439588855186797e-06,3.3440546990913758e-06,3.3440546990913758e-06
2020-10-07T00:00:00Z,2.9771103679930236e-06,3.29163408036304e-06,3.29163408036304e-06
2020-10-08T00:00:00Z,3.2066986823459005e-06,3.281017155610897e-06,3.281017155610897e-06
2020-10-09T00:00:00Z,3.212590828010969e-06,3.273414230322016e-06,3.273414230322016e-06
2020-10-10T00:00:00Z,3.1749650734782373e-06,3.2635693146376386e-06,3.2635693146376386e-06
2020-10-11T00:00:00Z,3.0906289250471474e-06,3.247847461038503e-06,3.247847461038503e-06
2020-10-12T00:00:00Z,3.102619177235438e-06,3.235745104054914e-06,3.235745104054914e-06
2020-10-13T00:00:00Z,3.191257357388431e-06,3.2323229696959533e-06,3.2323229696959533e-06
2020-10-14T00:00:00Z,3.1607378024283265e-06,3.2272097434625516e-06,3.2272097434625516e-06
2020-10-15T00:00:00Z,3.439986375008103e-06,3.241394852232255e-06,3.241394852232255e-06
2020-10-16T00:00:00Z,3.1421323507589015e-06,3.2351909458901707e-06,3.2351909458901707e-06
2020-10-17T00:00:00Z,3.1450917532843975e-06,3.2298909933839486e-06,3.2298909933839486e-06
2020-10-18T00:00:00Z,2.9679568837770504e-06,3.2153390984057878e-06,3.2153390984057878e-06
2020-10-19T00:00:00Z,3.254658413237109e-06,3.217408536028489e-06,3.217408536028489e-06
2020-10-20T00:00:00Z,3.2692553165414106e-06,3.220000875054135e-06,3.220000875054135e-06
2020-10-21T00:00:00Z,3.3681720932701752e-06,3.227056647350137e-06,3.227056647350137e-06
2020-10-22T00:00:00Z,3.334609645898938e-06,3.2319454200114463e-06,3.2319454200114463e-06
2020-10-23T00:00:00Z,3.856357139647833e-06,3.259093755647811e-06,3.259093755647811e-06
2020-10-24T00:00:00Z,3.4682622551937807e-06,3.2678091097955602e-06,3.2678091097955602e-06
2020-10-25T00:00:00Z,3.2820825901630687e-06,3.268380049010261e-06,3.268380049010261e-06
2020-10-26T00:00:00Z,3.4647692287335102e-06,3.275933478999616e-06,3.275933478999616e-06
2020-10-27T00:00:00Z,3.631687757660166e-06,3.2891095633944514e-06,3.2891095633944514e-06
2020-10-28T00:00:00Z,3.784385084483348e-06,3.3067979748619122e-06,3.3067979748619122e-06
2020-10-29T00:00:00Z,3.1142405976215307e-06,3.300158065301899e-06,3.300158065301899e-06
2020-10-30T00:00:00Z,4.01635139305842e-06,3.3240311762271165e-06,3.3240311762271165e-06
2020-10-31T00:00:00Z,3.2721012396296427e-06,3.32647759399998e-06,3.3223560169820367e-06
2020-11-01T00:00:00Z,3.138152315151238e-06,3.323757042353549e-06,3.316599651299824e-06
2020-11-02T00:00:00Z,3.7330005082371267e-06,3.3470542420808734e-06,3.329217859085803e-06
2020-11-03T00:00:00Z,3.2048126583733503e-06,3.353289549230267e-06,3.3255588825942602e-06
2020-11-04T00:00:00Z,3.5599218242117167e-06,3.3668061497685035e-06,3.3322549666404735e-06
2020-11-05T00:00:00Z,3.378696373202837e-06,3.331443067035705e-06,3.3335450057116504e-06
2020-11-06T00:00:00Z,3.4000551084646082e-06,3.345541225051425e-06,3.335342576056325e-06
2020-11-07T00:00:00Z,3.8033865661681467e-06,3.365430821178833e-06,3.347659523164531e-06
2020-11-08T00:00:00Z,3.4252612359648236e-06,3.372519834777295e-06,3.3496493106722308e-06
2020-11-09T00:00:00Z,4.091309603453206e-06,3.4030646524431276e-06,3.368190817991755e-06
2020-11-10T00:00:00Z,3.9168201280995e-06,3.4306043592115393e-06,3.3815720206773097e-06
2020-11-11T00:00:00Z,3.209908294725179e-06,3.4341806631278638e-06,3.377484789107021e-06
2020-11-12T00:00:00Z,3.534803767319015e-06,3.44563221012555e-06,3.3811433699956718e-06
2020-11-13T00:00:00Z,4.0870392593052895e-06,3.4765089253547816e-06,3.397186458389072e-06
2020-11-14T00:00:00Z,3.2952231016248906e-06,3.4716834829086747e-06,3.394920606016535e-06
2020-11-15T00:00:00Z,3.596585729306408e-06,3.4868319288602585e-06,3.39930463043588e-06
2020-11-16T00:00:00Z,3.617148892829359e-06,3.5025671668450905e-06,3.4039396147421246e-06
2020-11-17T00:00:00Z,4.2137501963296885e-06,3.5440936105968452e-06,3.4208106685251986e-06
2020-11-18T00:00:00Z,3.609004415725854e-06,3.5559051440131368e-06,3.424651357243579e-06
2020-11-19T00:00:00Z,3.5752965254924432e-06,3.5661065176448376e-06,3.4276642606085565e-06
2020-11-20T00:00:00Z,3.829885677396615e-06,3.581496970449052e-06,3.435550955055381e-06
2020-11-21T00:00:00Z,3.60827297157137e-06,3.5906190813047998e-06,3.438872532296073e-06
2020-11-22T00:00:00Z,3.5561442582412193e-06,3.5806119852579125e-06,3.44108520637051e-06
2020-11-23T00:00:00Z,3.696058951619353e-06,3.588205208472098e-06,3.4458069423936366e-06
2020-11-24T00:00:00Z,3.724347039294026e-06,3.6029473567764633e-06,3.4508713077918255e-06
2020-11-25T00:00:00Z,3.8623040142972465e-06,3.6161985162952544e-06,3.458218320407994e-06
2020-11-26T00:00:00Z,3.998605038191695e-06,3.628429092312972e-06,3.4676987891410416e-06
2020-11-27T00:00:00Z,4.006658894465816e-06,3.6358382193123877e-06,3.4769912047500894e-06
2020-11-28T00:00:00Z,3.570891546421714e-06,3.6510599176057266e-06,3.478582735964863e-06
2020-11-29T00:00:00Z,3.710321599369592e-06,3.640858924482766e-06,3.4824450503549416e-06
2020-11-30T00:00:00Z,3.882527648672558e-06,3.661206471450863e-06,3.4890037814749026e-06
2020-12-01T00:00:00Z,3.60230784735555e-06,3.6766783225243403e-06,3.4908312664084615e-06
2020-12-02T00:00:00Z,6.212135638873317e-06,3.7593161602122134e-06,3.534026573907904e-06
2020-12-03T00:00:00Z,3.6686695471547337e-06,3.774778056504926e-06,3.536130370364886e-06
2020-12-04T00:00:00Z,3.825313760880714e-06,3.783624454393893e-06,3.540579345603591e-06
2020-12-05T00:00:00Z,3.5938141808876876e-06,3.7907950479833876e-06,3.5413859340169865e-06
2020-12-06T00:00:00Z,3.8612173905046836e-06,3.8061671240513897e-06,3.546159537845161e-06
2020-12-07T00:00:00Z,3.913480249863036e-06,3.809836913507886e-06,3.5515613130218947e-06
2020-12-08T00:00:00Z,3.3467075114961346e-06,3.807218456025596e-06,3.5485924173476085e-06
2020-12-09T00:00:00Z,3.5225237540181114e-06,3.7882589277110926e-06,3.5482200078714733e-06
